,Intent_prob
0,0.24269671594878378
1,0.18819335006059923
2,0.18076624973419964
3,0.6154108736474713
4,0.6685523921887335
5,0.6344350924646154
6,0.6207789373157233
7,0.6174469846143573
8,0.6312661479684053
9,0.5965352566191554
10,0.2850130023254047
11,0.27549783056916044
12,0.22313079867890495
13,0.028704469992281073
14,0.0455819881277014
15,0.054346122476876944
16,0.06467549879331691
17,0.05235048728659248
18,0.1788579448340631
19,0.1774163961349781
20,0.16318934131038002
21,0.02639598919745919
22,0.006788261308165287
23,0.14559858408741547
24,0.14559931260844147
25,0.025109068331661998
26,0.02491489356754953
27,0.02491934337485258
28,0.0253439316784004
29,0.19687054093324333
30,0.35009908297475223
31,0.0011786690675500314
32,0.0023394731057869976
33,0.0007567662176900726
34,0.0010090646900480884
35,0.002255159294019608
36,0.006834769379487777
37,0.1490429539470767
38,0.3444801430867723
39,0.15290616627605647
40,0.02511772746509387
41,0.02511772746509387
42,0.14705983678821516
43,0.0010278142542354454
44,0.0023060508338870723
45,0.00669344234365117
46,0.0022666737530622136
47,0.024409153835655832
48,0.006729001253399216
49,0.0010188727242048683
50,0.0010223001794909688
51,0.001024607781432404
52,0.0007962054708368413
53,0.0008022822294341035
54,0.0008022789407693787
55,0.0007997751862772716
56,0.0008016007143408061
57,0.0007991287444904587
58,0.0007989608835130798
59,0.000800681102055426
60,0.13277828038211043
61,0.0016025125893626034
62,0.004280962911022642
63,0.0015719413326458452
64,0.007447805387341788
65,0.0019263569584317874
66,0.0014353161504748514
67,0.0027134890421143315
68,0.0010818753152616286
69,0.0011843073052925505
70,0.00671640156331837
71,0.010496581722422287
72,0.011062233448156378
73,0.010486980219410774
74,0.010470855276792663
75,0.01053541479692143
76,0.010510922335223691
77,0.010944397700634156
78,0.007270291016034219
79,0.004302201779558845
80,0.026359053989065975
81,0.028951893944223223
82,0.03466607680131765
83,0.02800820590520031
84,0.025230837114419567
85,0.024861936764515584
86,0.02682516215773295
87,0.021414654212254275
88,0.0010732692712944142
89,0.003347427336981123
90,0.0034453954624395554
91,0.006558775152372566
92,0.010668884567510403
93,0.010637303413154265
94,0.011853978497169605
95,0.023483712888886128
96,0.06387032480102886
97,0.07387164546591256
98,0.07532224482657902
99,0.07961952017211904
100,0.08306561571230153
101,0.0756331983497196
102,0.06898076459945972
103,0.06190950499827105
104,0.0660927571421318
105,0.054897787737662955
106,0.029122077604069787
107,0.0008028549429883281
108,0.0008006378068372845
109,0.0008001859208408041
110,0.0008019391901723205
111,0.0008015383844958687
112,0.0007229502921711489
113,0.0007511710092432198
114,0.025683327840104048
115,0.08276214401007496
116,0.22640806186284476
117,0.522756415305027
118,0.3655399349396958
119,0.3918971076931157
120,0.5668365245340569
121,0.40156888382092426
122,0.38893993324314996
123,0.6087492964985737
124,0.3765269312223054
125,0.18988262061463101
126,0.49222724430937564
127,0.402575984225331
128,0.39543781036089115
129,0.007959707424712234
130,0.3488053451452559
131,0.02487514308027485
132,0.025406041454351738
133,0.3497443640652034
134,0.3769439918629604
135,0.3767685053173501
136,0.3766630509140628
137,0.024451714970258106
138,0.0008248091596107913
139,0.000882143918001498
140,0.0014964168115164742
141,0.013001894793390272
142,0.0015821595732609097
143,0.0018862430449996129
144,0.0014946099579073021
145,0.0012675216991802209
146,0.011810787613815307
147,0.02071069583233169
148,0.05374061855183496
149,0.11579900688813269
150,0.18446358631596094
151,0.17464515721126533
152,0.16837853463719876
153,0.15289019386080055
154,0.17247974101472313
155,0.16710359013963405
156,0.15863729588402695
157,0.13822358746075744
158,0.11875211281851335
159,0.11968846082397386
160,0.10780863716859829
161,0.11723811958751613
162,0.10618007214475633
163,0.08427495623120569
164,0.05540807544832531
165,0.045686926320702696
166,0.048225897759503984
167,0.04892192131656859
168,0.06489453165880775
169,0.04221801167689811
170,0.03680988192014409
171,0.05022565210447573
172,0.05226941026632896
173,0.06622008003841123
174,0.15752568585393786
175,0.015901488488806938
176,0.0011727272224206608
177,0.0013536533568892794
178,0.0034327337829888676
179,0.014158628853082705
180,0.0008079567512646676
181,0.0008008719112015784
182,0.0008015242245391607
183,0.19973492932310705
184,0.09565792535847953
185,0.07203414157753221
186,0.11444437522320315
187,0.18726472230462743
188,0.2313178827236616
189,0.2512720596824471
190,0.2887269696578774
191,0.3057531173479553
192,0.2872182143389861
193,0.20863466522643298
194,0.1937389139697177
195,0.2064755402871076
196,0.13427871988879758
197,0.0007254965601954358
198,0.38505847021419437
199,0.28977687229815974
200,0.33019313492993696
201,0.3136772798202193
202,0.37015154299049147
203,0.3481269692019091
204,0.32790383439773985
205,0.32134455935906303
206,0.2729023038612429
207,0.29141120184420166
208,0.32651079449957404
209,0.26818529782039313
210,0.20682543740650564
211,0.32650013776689873
212,0.1091215046906256
213,0.06951480230565825
214,0.03694251461642901
215,0.001036980459280581
216,0.0023696233507003923
217,0.0022852663199920643
218,0.001017981440275977
219,0.0010567536478690567
220,0.0022852991026809993
221,0.024791090645642572
222,0.006734697653164993
223,0.14015206677698328
224,0.14438690529752932
225,0.026708470932943165
226,0.024656916810724402
227,0.006796096708339325
228,0.001012866277257138
229,0.14275035507981007
230,0.14908119641741852
231,0.1428822756420379
232,0.024673924871774357
233,0.024673924871774357
234,0.001039123118220172
235,0.0023695325687689587
236,0.0010379777623754842
237,0.002241758983119715
238,0.025977224097944254
239,0.025446785868856788
240,0.006685143277481093
241,0.006685143277481093
242,0.025832565586397634
243,0.024967144826490636
244,0.006874057679412169
245,0.3467124746472291
246,0.13554676914759886
247,0.002330936026475388
248,0.02533921505175846
249,0.025000278582161087
250,0.002266421849137937
251,0.002273566913944664
252,0.0023236071742326636
253,0.024369714512903408
254,0.001007903360545101
255,0.002268073608289309
256,0.002184384916380395
257,0.0007506246831515046
258,0.02470871056527996
259,0.006470079418825044
260,0.0010095555345790031
261,0.0007503757773859611
262,0.0008054443110583138
263,0.0008010768375447905
264,0.000802271255946209
265,0.0008022855453969327
266,0.0008006815173068145
267,0.0007994516471048694
268,0.0008027385645934279
269,0.0008083800343253389
270,0.0008010020019853473
271,0.0008083866041600149
272,0.0008024229826466988
273,0.0008213886857828072
274,0.0007821060778881044
275,0.0008503871669007504
276,0.0007825624326218771
277,0.0007817553607894959
278,0.0013910753758630337
279,0.010269722663394909
280,0.010270260688261004
281,0.010270231423914087
282,0.010270260687375783
283,0.01027026068743099
284,0.0102697269383493
285,0.010270230434919125
286,0.010270260651394776
287,0.010270230064214124
288,0.010270259358485965
289,0.010270259374283575
290,0.010270260654128813
291,0.010270260688250344
292,0.010270260687519274
293,0.01027025949540639
294,0.010270259543004607
295,0.010270236647322564
296,0.010270236647322564
297,0.010270305862814145
298,0.010270309795756098
299,0.010276439109433724
300,0.010298725952888726
301,0.009037140430052083
302,0.0903457386175216
303,0.11952883661723465
304,0.1464458983379045
305,0.1425024536857774
306,0.12102109257675368
307,0.1239990438790175
308,0.09558921330281062
309,0.0015607910080550316
310,0.0007899925575519696
311,0.026856049586389125
312,0.49611462565967385
313,0.45256758855388884
314,0.37771734420823366
315,0.37767585949833227
316,0.3778414455710269
317,0.3783970585855642
318,0.19000319758848944
319,0.039456308560241245
320,0.010272873996054538
321,0.010270396148252463
322,0.010270508854478515
323,0.010270476886483797
324,0.010270365540180626
