,Intent_prob
0,0.4946027871744359
1,0.5313110360720258
2,0.5703488134409173
3,0.5359239917866763
4,0.5784462687944923
5,0.5428602968538786
6,0.5348041332634917
7,0.5344316815017283
8,0.53371260694709
9,0.4751089756459588
10,0.4708291832527188
11,0.43511140689105626
12,0.35542020586119555
13,0.4148835896524821
14,0.4225318152278989
15,0.4315523954293899
16,0.4043317389368253
17,0.4058248428765591
18,0.3926255305291951
19,0.3820008340844775
20,0.3853176171495606
21,0.3838165334086792
22,0.3900753177169585
23,0.38944221225965764
24,0.39548097519454894
25,0.38006696317429667
26,0.43044990126196414
27,0.399013600303827
28,0.38367255949740164
29,0.3404784126157377
30,0.3404784126157377
31,0.38352410472098275
32,0.34406294819295247
33,0.3457630702391687
34,0.38818156209914806
35,0.3883677943518439
36,0.3883684296460117
37,0.388368409764921
38,0.38836840791884364
39,0.38836843127743215
40,0.38836843799300697
41,0.345938462911731
42,0.38633268418229855
43,0.38546389764895145
44,0.38546389764895145
45,0.3843972460068542
46,0.38367289827013984
47,0.38312249752437283
48,0.33980004024119825
49,0.3395526807725747
50,0.3393196381080311
51,0.33960213796369076
52,0.2539906150962865
53,0.2113982291637955
54,0.0007788606953985212
55,0.0018724451102393503
56,0.0030271741127556985
57,0.003421658772729613
58,0.003949823525435264
59,0.23393719737272325
60,0.00023671273158035335
61,0.0027442959420437567
62,0.0002344671267828922
63,0.005255711555272963
64,0.00039297386944594863
65,0.00038238461333991986
66,0.000934045278278868
67,0.000495003151880149
68,0.0005049443886575108
69,0.0003507367621535575
70,0.0005604538721892517
71,0.0003850456847010597
72,0.0002565698077732501
73,0.00036032408770790444
74,0.00033358332684778005
75,0.00030619752247039835
76,0.0003553111844565481
77,0.00017407939093401557
78,0.009907021243012374
79,0.025208643339014358
80,0.06149361193399841
81,0.09951237942127575
82,0.09940996383110219
83,0.07521446627597869
84,0.07545136247358161
85,0.07216858715054925
86,0.014514843650780289
87,0.00021974164539319833
88,0.00018821703656742188
89,0.0003022046487600021
90,0.00047212693588123775
91,0.0010518859128947242
92,0.0015753925448823392
93,0.0017687744427878386
94,0.008018366806227755
95,0.015955411497674363
96,0.021624684316677287
97,0.050600376291446016
98,0.059244922895409655
99,0.0604828039458892
100,0.06442987098990234
101,0.06894682252316339
102,0.06220961215320074
103,0.05607326789408019
104,0.06025598084241079
105,0.050538459386027655
106,0.0046799697208053164
107,0.008332200719472395
108,0.00836843037612352
109,0.21877267744085918
110,0.26027527069085254
111,0.3458218223334764
112,0.3491691951076884
113,0.38950437832619794
114,0.45182775811833825
115,0.5501791251608339
116,0.5295203752832336
126,0.4995838201143339
127,0.40390885175023916
128,0.3975295763984808
129,0.38737200342459577
130,0.3829692604422717
131,0.3943783698854098
132,0.3811910951283975
133,0.3811910951283975
134,0.38037219842154607
135,0.38026387476190965
136,0.38026387476190965
137,0.38005892819785403
138,0.38001315032031574
139,0.38001450175868323
140,0.33782249834059513
141,2.6370173873953446e-05
142,0.0002947183972462275
143,0.010326375358262268
144,0.000306695215204977
145,0.0003361954229586624
146,0.00030060537105235693
147,0.0002499021862126995
148,0.0037104536824101894
149,0.0037104536824101894
150,0.013731194792513902
151,0.07521219940147607
152,0.13345309187169943
153,0.16951917601613312
154,0.16336519913298014
155,0.14827513529426362
156,0.17070677892424332
157,0.1600340593047563
158,0.15659655820479593
159,0.14852775881861993
160,0.07403602760116997
161,0.04548969631391159
162,0.061076772651748754
163,0.04199866276986839
164,0.03921144318838993
165,0.040772619316706726
166,0.035346858407301646
167,0.023747518719490573
168,0.032160218925401836
169,0.04112391394537448
170,0.042467109910855255
171,0.057805286482917155
172,0.03640146276109712
173,0.03159601282338491
174,0.042214161883412094
175,0.042378377076947304
176,0.03910998284490994
177,0.12525053438839334
178,0.04295504912630588
179,0.01183731553355313
180,0.012150472891663279
181,0.033121321387467845
182,0.0768753687760028
183,0.2610946240744628
184,0.3039239935485816
185,0.2617017713263439
186,0.5725381069690967
187,0.33657227540645196
188,0.31748142316523276
189,0.38840633580750245
190,0.5112364910344153
196,0.5008087281192771
197,0.4861974348832543
198,0.3794152043206386
200,0.5273517741568077
202,0.42157537321045646
203,0.39983637959882146
204,0.41197162097747625
205,0.3902629972099129
206,0.3380512391250474
207,0.3802023964055052
208,0.3802023964055052
209,0.3801659908558824
210,0.33791709800370456
211,0.33785162857580775
212,0.3800735448902246
213,0.3800538216826761
214,0.3802542505393789
215,0.38009438588646877
216,0.3800617970487091
217,0.38004982927173453
218,0.38018936102788753
219,0.3804272741500071
220,0.38174158279815396
221,0.3424274614317244
222,0.3850984535872831
223,0.38505909953632894
224,0.38508926999686416
225,0.3853347011152249
226,0.3853331941163648
227,0.3431184128520832
228,0.3851368999805541
229,0.3429430805455209
230,0.38518461486837846
