,Intent_prob
0,0.6273276233494834
1,0.6625978265956505
2,0.6719053910469837
3,0.6792759902740039
4,0.6780339947404221
5,0.6744733883370218
6,0.6895036735393159
7,0.7114153512719094
8,0.7120326975279032
9,0.7387009019180937
10,0.6964433979482972
11,0.7576791817373304
12,0.7660804718794518
13,0.7719392658316839
14,0.7837935744729695
15,0.7563629092391678
16,0.7544170226173799
17,0.7422597312887146
18,0.7395137374022746
19,0.7177317620548725
20,0.7202875793030246
21,0.7100531928273632
22,0.7132003638325642
23,0.7235454565043562
24,0.7022076412000715
25,0.6846421535168985
26,0.6958061421054147
27,0.6821351080485332
28,0.6845692839462509
29,0.6852423137876066
30,0.643884604230319
31,0.6539664277753121
32,0.6271157279040676
33,0.6105893041139769
34,0.6268023569381889
35,0.6641860542465261
36,0.7050722227197146
37,0.7439788643617598
38,0.7794790542437143
39,0.7316581768866155
40,0.7899578797776915
41,0.7732279152540362
42,0.7682884529039766
43,0.7653122610640398
44,0.7605653169762033
45,0.761126352927026
46,0.7535719763619648
47,0.7446884261035064
48,0.7547120198979091
49,0.7274505723528242
50,0.7251745183138127
51,0.7126433149822332
52,0.7102426845886141
53,0.7193667469958401
54,0.7101432671417783
55,0.7067608648570596
56,0.708000586367606
57,0.7149587151503335
58,0.714894751619077
59,0.7207596601913754
60,0.7256813925224121
61,0.7295940518361861
62,0.7317100882153531
63,0.7394752724993774
64,0.7464347688876966
65,0.6107532064697785
66,0.6841149934899967
67,0.6138376140203115
68,0.6491609624883348
69,0.7449292050991042
70,0.7357410965023112
71,0.7545476511886856
72,0.7628326081945079
73,0.7383246500048432
74,0.7395646150473829
75,0.7421255710753689
76,0.7321100075423976
77,0.7484120961741106
78,0.7906779157156945
79,0.7815470122816149
80,0.7727036143648994
81,0.765930709228819
82,0.7581306472351814
83,0.7544842785719252
84,0.7565292718602427
85,0.7538079874428558
86,0.7436530909480774
87,0.7430097819425308
88,0.741259539263745
89,0.7405302142992898
90,0.7451765808649883
91,0.7375937516150604
92,0.7391632998684863
93,0.7460871437197614
94,0.7373049241855638
95,0.726176533745866
96,0.6189522739986435
97,0.6174554176766851
98,0.7349578637790575
99,0.726014534178756
100,0.7240485098133829
101,0.7233853121771221
102,0.7077057631025898
103,0.6990420122337095
104,0.7095249670030538
105,0.730831038088113
106,0.7261444182926503
107,0.7046544771370116
108,0.666549612517345
109,0.6907636827856316
110,0.6906592393452201
111,0.6977201617851012
112,0.7031837736180314
113,0.7096780441912698
114,0.7157969807681293
115,0.7198579988807222
116,0.7221063873169374
117,0.7360673975690432
118,0.747037045778919
119,0.7591666459164561
120,0.7606534825402087
121,0.772003404788919
122,0.7862347333405741
123,0.6905178531571923
124,0.5549100151026006
125,0.5629613662192933
126,0.5657294961860418
127,0.5632038456115456
128,0.5726094592876289
129,0.5669386566463461
130,0.5920790101952547
131,0.6010438658116339
132,0.7044842271432306
133,0.636927398926562
134,0.6171108347424826
135,0.6145480319469268
136,0.6250384350435166
137,0.6301098361380175
138,0.6242667272915469
139,0.6040433348856361
140,0.5644497543361412
141,0.49799378582798054
142,0.4910573293783841
143,0.5087082926977323
144,0.5723337098154103
