,Intent_prob
0,0.08002736297724644
1,0.3190608800712709
2,0.013799939772303725
3,0.3817053576317285
4,0.4794224703752544
5,0.4925578520589056
6,0.5520364937773984
7,0.5171906805431798
8,0.5396262568604427
9,0.718819985409189
10,0.620384028595051
11,0.41928276787840896
12,0.1564138838070664
13,0.0033514361281526198
14,0.13214014656495404
15,0.5924905126331423
16,0.6147832529341937
17,0.27620345362008303
18,0.1906710020832479
19,0.1866778387995403
20,0.2712846086040169
21,0.2717865712764226
22,0.27134270624450213
23,0.4241586208504095
24,0.42147075285600094
25,0.4243205887918304
26,0.4322861787380446
27,0.43713392785077276
28,0.4472036119975189
29,0.2813537514954208
30,0.4586053465281017
31,0.28372178506862655
32,0.2958323020209444
33,0.39059008255470323
34,0.36118267236374757
35,0.02996581687096029
36,0.38138949971717356
37,0.5505343416145558
38,0.3478272515719394
39,0.34907351138525844
40,0.5426964543065484
41,0.3346783096353604
42,0.31911858911924096
43,0.6708368562999047
44,0.5181617617640433
45,0.32894999831705674
46,0.26482367442195043
47,0.7116927728708963
48,0.5119558898016328
49,0.5674529608790115
50,0.7368632705405966
51,0.46041290176330785
52,0.18815701015167569
53,0.2661819632225144
54,0.2617195472728693
55,0.27984474904116335
56,0.25576943200823404
57,0.1876780735926867
58,0.23707516589798322
59,0.37583753055030444
60,0.2853789577558512
61,0.2269206625486623
62,0.1504107919743372
63,0.13829908657208842
64,0.15946205505260563
65,0.33751281726902327
66,0.2482164011721515
67,0.21641265352284894
68,0.2235848087514486
69,0.19979445890798195
70,0.2045589535545395
71,0.2539534288749482
72,0.26210851891561926
73,0.27734591463390207
74,0.15016783709335632
75,0.264461194983159
76,0.2465414993307668
77,0.22996356080433372
78,0.21872436063112613
79,0.22222504698627166
80,0.23567104513061188
81,0.28680463100178055
82,0.3137073861376478
83,0.34914877379456344
84,0.3414020319118593
85,0.3376349178541161
86,0.3313139787402607
87,0.32575174692458814
88,0.33023148894778376
89,0.30683088095527167
90,0.19007213870845954
91,0.3098944090092425
92,0.18562750463956149
93,0.3085889459940271
94,0.3064880670757604
95,0.3152794909736861
96,0.32722840135166054
97,0.34860874177844514
98,0.21760864365105098
99,0.3583463336922246
100,0.3564611663246664
101,0.3484018479369154
102,0.31454857067077946
103,0.2676258835834574
104,0.22387168099753624
105,0.2176589680543617
106,0.20224547390352515
107,0.3374204229224872
108,0.7124832615870007
109,0.7492472646562018
