people/person_id/0,people/pose_keypoints_2d/0,people/pose_keypoints_2d/1,people/pose_keypoints_2d/2,people/pose_keypoints_2d/3,people/pose_keypoints_2d/4,people/pose_keypoints_2d/5,people/pose_keypoints_2d/6,people/pose_keypoints_2d/7,people/pose_keypoints_2d/8,people/pose_keypoints_2d/9,people/pose_keypoints_2d/10,people/pose_keypoints_2d/11,people/pose_keypoints_2d/12,people/pose_keypoints_2d/13,people/pose_keypoints_2d/14,people/pose_keypoints_2d/15,people/pose_keypoints_2d/16,people/pose_keypoints_2d/17,people/pose_keypoints_2d/18,people/pose_keypoints_2d/19,people/pose_keypoints_2d/20,people/pose_keypoints_2d/21,people/pose_keypoints_2d/22,people/pose_keypoints_2d/23,people/pose_keypoints_2d/24,people/pose_keypoints_2d/25,people/pose_keypoints_2d/26,people/pose_keypoints_2d/27,people/pose_keypoints_2d/28,people/pose_keypoints_2d/29,people/pose_keypoints_2d/30,people/pose_keypoints_2d/31,people/pose_keypoints_2d/32,people/pose_keypoints_2d/33,people/pose_keypoints_2d/34,people/pose_keypoints_2d/35,people/pose_keypoints_2d/36,people/pose_keypoints_2d/37,people/pose_keypoints_2d/38,people/pose_keypoints_2d/39,people/pose_keypoints_2d/40,people/pose_keypoints_2d/41,people/pose_keypoints_2d/42,people/pose_keypoints_2d/43,people/pose_keypoints_2d/44,people/pose_keypoints_2d/45,people/pose_keypoints_2d/46,people/pose_keypoints_2d/47,people/pose_keypoints_2d/48,people/pose_keypoints_2d/49,people/pose_keypoints_2d/50,people/pose_keypoints_2d/51,people/pose_keypoints_2d/52,people/pose_keypoints_2d/53,people/pose_keypoints_2d/54,people/pose_keypoints_2d/55,people/pose_keypoints_2d/56,people/pose_keypoints_2d/57,people/pose_keypoints_2d/58,people/pose_keypoints_2d/59,people/pose_keypoints_2d/60,people/pose_keypoints_2d/61,people/pose_keypoints_2d/62,people/pose_keypoints_2d/63,people/pose_keypoints_2d/64,people/pose_keypoints_2d/65,people/pose_keypoints_2d/66,people/pose_keypoints_2d/67,people/pose_keypoints_2d/68,people/pose_keypoints_2d/69,people/pose_keypoints_2d/70,people/pose_keypoints_2d/71,people/pose_keypoints_2d/72,people/pose_keypoints_2d/73,people/pose_keypoints_2d/74,target
-1,476.381,135.564,0.909601,441.092,228.186,0.730922,375.014,194.371,0.601458,333.854,357.348,0.450643,369.127,501.31,0.620065,499.842,263.358,0.663311,520.396,376.465,0.497879,545.414,483.678,0.709125,442.569,536.55,0.1887,394.1,536.549,0.0955038,0,0,0,0,0,0,489.531,536.551,0.20818,0,0,0,0,0,0,460.193,116.522,0.837252,489.58,123.799,0.905561,420.556,126.815,0.825231,499.84,134.076,0.0557748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,477.772,135.557,0.906016,441.085,228.168,0.710211,375.01,194.38,0.594024,332.409,357.389,0.479561,369.088,499.809,0.599815,499.833,263.318,0.65229,520.402,377.941,0.528755,545.403,476.383,0.727709,441.08,536.549,0.237247,395.566,536.553,0.121937,0,0,0,0,0,0,486.617,536.548,0.240263,0,0,0,0,0,0,461.597,116.518,0.840326,489.578,122.452,0.909132,420.558,126.786,0.830956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,476.382,134.076,0.891692,439.646,226.627,0.684342,373.543,191.424,0.606649,333.852,352.955,0.450824,370.627,501.332,0.580774,498.384,260.421,0.645103,517.468,372.061,0.51516,545.357,476.363,0.716911,441.085,536.547,0.198552,389.676,536.546,0.121727,0,0,0,0,0,0,488.101,536.546,0.214992,0,0,0,0,0,0,460.186,112.159,0.883067,489.539,120.926,0.890328,419.098,123.884,0.890809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,476.39,132.658,0.873458,439.643,225.177,0.66146,374.978,191.381,0.595683,333.869,350.016,0.430731,372.088,504.247,0.500128,498.351,257.486,0.622254,517.43,369.137,0.516853,545.348,479.249,0.68961,445.502,536.548,0.204143,392.626,536.546,0.116476,0,0,0,0,0,0,491.032,536.548,0.208928,0,0,0,0,0,0,461.587,112.058,0.88828,489.539,119.47,0.880358,419.105,122.448,0.896949,499.753,123.928,0.0669739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,477.841,132.7,0.860613,441.092,228.073,0.707897,377.936,192.835,0.609459,335.387,354.442,0.456418,370.641,502.761,0.432568,499.795,261.909,0.651402,520.376,375.003,0.483888,546.767,486.581,0.724927,446.953,536.55,0.20464,392.625,536.552,0.10944,0,0,0,0,0,0,495.403,536.549,0.206837,0,0,0,0,0,0,463.051,112.142,0.912769,491.025,120.902,0.85989,421.989,123.848,0.870092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,482.202,135.609,0.864829,441.056,228.149,0.685726,380.832,194.32,0.616311,335.39,357.375,0.444176,375.007,508.615,0.374992,498.363,263.374,0.596822,518.926,380.882,0.51164,545.364,488.041,0.716642,448.421,536.554,0.177546,391.152,536.551,0.113634,0,0,0,0,0,0,495.424,536.551,0.196533,0,0,0,0,0,0,463.16,116.537,0.874753,495.41,123.835,0.876945,424.891,125.349,0.839363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,482.203,135.662,0.853275,439.653,228.139,0.69276,380.869,192.93,0.637219,335.375,355.891,0.472954,377.949,510.104,0.40202,498.299,263.393,0.591005,514.527,376.469,0.436897,545.284,488.038,0.718472,446.964,536.553,0.184851,391.154,536.553,0.115188,0,0,0,0,0,0,493.935,536.547,0.186166,0,0,0,0,0,0,464.538,119.423,0.874181,495.4,123.872,0.879539,423.473,125.335,0.842245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,482.215,135.65,0.853562,439.601,228.161,0.691545,380.877,192.929,0.628039,344.117,354.442,0.395799,382.312,511.557,0.271212,496.845,264.806,0.606113,510.136,383.8,0.399722,543.832,488.14,0.712095,451.343,536.56,0.14229,395.565,536.555,0.0734688,0,0,0,0,0,0,495.421,536.558,0.168003,0,0,0,0,0,0,464.531,117.979,0.870158,495.389,123.847,0.873829,422.02,125.319,0.849282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,485.085,135.669,0.859077,439.644,229.553,0.692637,382.305,194.328,0.633017,345.57,351.507,0.465274,389.659,507.178,0.466425,495.43,264.816,0.625931,510.081,394.074,0.453059,536.56,496.875,0.742481,448.408,536.554,0.158193,402.888,536.55,0.101082,0,0,0,0,0,0,489.56,536.554,0.186943,0,0,0,0,0,0,464.571,119.42,0.881745,496.868,123.86,0.899115,423.464,125.334,0.845199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,485.13,135.66,0.872745,439.572,229.562,0.652231,382.378,194.383,0.590514,347.073,358.84,0.43352,389.69,504.216,0.496601,489.554,263.392,0.53706,508.633,402.906,0.411668,536.558,498.37,0.749268,444.026,536.555,0.137925,394.086,536.548,0.0766488,0,0,0,0,0,0,489.559,536.556,0.176593,0,0,0,0,0,0,464.663,120.867,0.865147,496.899,123.92,0.888781,426.34,125.385,0.83599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
