people/person_id/0,people/pose_keypoints_2d/0,people/pose_keypoints_2d/1,people/pose_keypoints_2d/2,people/pose_keypoints_2d/3,people/pose_keypoints_2d/4,people/pose_keypoints_2d/5,people/pose_keypoints_2d/6,people/pose_keypoints_2d/7,people/pose_keypoints_2d/8,people/pose_keypoints_2d/9,people/pose_keypoints_2d/10,people/pose_keypoints_2d/11,people/pose_keypoints_2d/12,people/pose_keypoints_2d/13,people/pose_keypoints_2d/14,people/pose_keypoints_2d/15,people/pose_keypoints_2d/16,people/pose_keypoints_2d/17,people/pose_keypoints_2d/18,people/pose_keypoints_2d/19,people/pose_keypoints_2d/20,people/pose_keypoints_2d/21,people/pose_keypoints_2d/22,people/pose_keypoints_2d/23,people/pose_keypoints_2d/24,people/pose_keypoints_2d/25,people/pose_keypoints_2d/26,people/pose_keypoints_2d/27,people/pose_keypoints_2d/28,people/pose_keypoints_2d/29,people/pose_keypoints_2d/30,people/pose_keypoints_2d/31,people/pose_keypoints_2d/32,people/pose_keypoints_2d/33,people/pose_keypoints_2d/34,people/pose_keypoints_2d/35,people/pose_keypoints_2d/36,people/pose_keypoints_2d/37,people/pose_keypoints_2d/38,people/pose_keypoints_2d/39,people/pose_keypoints_2d/40,people/pose_keypoints_2d/41,people/pose_keypoints_2d/42,people/pose_keypoints_2d/43,people/pose_keypoints_2d/44,people/pose_keypoints_2d/45,people/pose_keypoints_2d/46,people/pose_keypoints_2d/47,people/pose_keypoints_2d/48,people/pose_keypoints_2d/49,people/pose_keypoints_2d/50,people/pose_keypoints_2d/51,people/pose_keypoints_2d/52,people/pose_keypoints_2d/53,people/pose_keypoints_2d/54,people/pose_keypoints_2d/55,people/pose_keypoints_2d/56,people/pose_keypoints_2d/57,people/pose_keypoints_2d/58,people/pose_keypoints_2d/59,people/pose_keypoints_2d/60,people/pose_keypoints_2d/61,people/pose_keypoints_2d/62,people/pose_keypoints_2d/63,people/pose_keypoints_2d/64,people/pose_keypoints_2d/65,people/pose_keypoints_2d/66,people/pose_keypoints_2d/67,people/pose_keypoints_2d/68,people/pose_keypoints_2d/69,people/pose_keypoints_2d/70,people/pose_keypoints_2d/71,people/pose_keypoints_2d/72,people/pose_keypoints_2d/73,people/pose_keypoints_2d/74,target
-1,466.094,107.708,0.823641,416.08,198.759,0.524286,367.652,160.599,0.539169,347.069,339.746,0.323767,399.945,502.774,0.376924,464.601,241.35,0.342272,480.74,377.929,0.206412,523.3,486.564,0.657759,420.526,515.98,0.101409,369.126,511.562,0.124997,0,0,0,0,0,0,468.985,511.577,0.106394,0,0,0,0,0,0,448.399,87.1724,0.873082,476.416,95.9275,0.874984,402.861,98.9483,0.886724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,466.096,107.707,0.822392,414.669,194.369,0.525804,367.652,160.575,0.540871,342.673,335.337,0.303077,395.561,501.279,0.433081,464.611,239.876,0.296239,476.324,386.736,0.208179,521.863,483.676,0.631516,416.122,517.444,0.0707604,367.653,507.173,0.113335,0,0,0,0,0,0,461.632,493.951,0.0692211,0,0,0,0,0,0,448.444,87.1749,0.879838,476.419,95.9333,0.877453,402.857,100.303,0.884735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,466.052,106.235,0.827534,414.632,195.8,0.514784,366.186,159.151,0.529805,336.797,335.365,0.371912,394.113,498.35,0.426515,464.543,241.377,0.327721,477.789,379.397,0.264123,521.81,477.821,0.642801,416.103,536.542,0.110485,363.24,511.562,0.140897,0,0,0,0,0,0,468.973,536.545,0.103417,0,0,0,0,0,0,448.393,87.1001,0.865291,476.405,93.0335,0.872488,401.415,98.8416,0.852332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,466.095,103.283,0.820676,416.099,194.326,0.50927,367.626,159.1,0.520186,336.819,332.392,0.366155,394.119,501.295,0.45821,464.562,239.866,0.282156,477.796,373.542,0.272038,521.813,479.272,0.666342,416.103,526.268,0.131986,364.706,511.575,0.171189,0,0,0,0,0,0,468.991,536.546,0.12518,0,0,0,0,0,0,448.448,85.6678,0.850145,477.786,90.0645,0.883606,402.849,97.3933,0.842469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,467.555,104.777,0.79419,416.096,197.299,0.495276,367.671,160.601,0.517255,339.745,333.87,0.336144,398.495,499.865,0.487683,464.614,242.814,0.323063,477.795,386.736,0.307838,521.85,483.65,0.649449,417.594,536.543,0.126387,369.116,510.118,0.128201,0,0,0,0,0,0,468.978,536.546,0.115782,0,0,0,0,0,0,449.905,87.0657,0.874015,479.253,91.5267,0.846099,404.29,97.4379,0.874328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,470.461,109.171,0.823626,416.149,203.131,0.48144,369.099,167.898,0.497819,341.205,336.812,0.330932,397.007,498.327,0.452876,464.574,242.818,0.286605,477.82,385.28,0.283526,518.919,483.682,0.601287,417.589,502.77,0.0958024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.357,88.5897,0.927764,480.733,97.3867,0.840133,404.385,98.8858,0.927824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,469.004,109.198,0.836855,416.09,198.763,0.561054,369.117,159.152,0.577552,345.592,344.134,0.352664,395.6,499.857,0.492358,463.112,242.82,0.359908,474.859,382.337,0.319894,517.458,483.642,0.662986,416.117,521.855,0.113125,364.728,505.698,0.131244,0,0,0,0,0,0,467.525,536.544,0.114997,0,0,0,0,0,0,451.361,88.6301,0.921505,480.713,97.4388,0.845814,404.39,98.8965,0.932532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,468.994,109.207,0.838574,416.085,195.866,0.546988,369.116,160.557,0.564675,347.11,345.626,0.300591,399.959,502.749,0.405666,463.137,239.886,0.334602,474.855,385.275,0.267342,517.435,486.624,0.702153,419.045,498.354,0.0695918,0,0,0,0,0,0,0,0,0,460.18,493.949,0.0787067,0,0,0,0,0,0,451.366,88.6257,0.919172,479.305,98.8166,0.855754,404.384,98.9091,0.935639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,471.929,109.2,0.843752,414.669,195.85,0.520442,369.14,160.617,0.526739,347.12,342.685,0.36772,397.039,499.848,0.429323,461.637,233.999,0.270934,471.904,388.208,0.123812,511.574,489.535,0.447431,424.938,517.449,0.0806875,372.047,510.088,0.105657,0,0,0,0,0,0,460.161,493.955,0.0808019,0,0,0,0,0,0,451.408,88.6247,0.925301,482.193,97.4569,0.836875,404.421,98.8825,0.925605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,471.883,110.568,0.832588,414.655,197.286,0.512368,369.13,162.027,0.545859,347.097,341.225,0.37087,404.351,510.076,0.334854,463.074,239.861,0.278748,473.386,379.393,0.140059,510.108,489.562,0.498077,419.053,536.547,0.078597,369.107,514.509,0.0994159,0,0,0,0,0,0,464.585,507.174,0.0753521,0,0,0,0,0,0,451.39,88.6139,0.925759,480.749,98.8756,0.85701,404.412,98.8904,0.927568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
