people/person_id/0,people/pose_keypoints_2d/0,people/pose_keypoints_2d/1,people/pose_keypoints_2d/2,people/pose_keypoints_2d/3,people/pose_keypoints_2d/4,people/pose_keypoints_2d/5,people/pose_keypoints_2d/6,people/pose_keypoints_2d/7,people/pose_keypoints_2d/8,people/pose_keypoints_2d/9,people/pose_keypoints_2d/10,people/pose_keypoints_2d/11,people/pose_keypoints_2d/12,people/pose_keypoints_2d/13,people/pose_keypoints_2d/14,people/pose_keypoints_2d/15,people/pose_keypoints_2d/16,people/pose_keypoints_2d/17,people/pose_keypoints_2d/18,people/pose_keypoints_2d/19,people/pose_keypoints_2d/20,people/pose_keypoints_2d/21,people/pose_keypoints_2d/22,people/pose_keypoints_2d/23,people/pose_keypoints_2d/24,people/pose_keypoints_2d/25,people/pose_keypoints_2d/26,people/pose_keypoints_2d/27,people/pose_keypoints_2d/28,people/pose_keypoints_2d/29,people/pose_keypoints_2d/30,people/pose_keypoints_2d/31,people/pose_keypoints_2d/32,people/pose_keypoints_2d/33,people/pose_keypoints_2d/34,people/pose_keypoints_2d/35,people/pose_keypoints_2d/36,people/pose_keypoints_2d/37,people/pose_keypoints_2d/38,people/pose_keypoints_2d/39,people/pose_keypoints_2d/40,people/pose_keypoints_2d/41,people/pose_keypoints_2d/42,people/pose_keypoints_2d/43,people/pose_keypoints_2d/44,people/pose_keypoints_2d/45,people/pose_keypoints_2d/46,people/pose_keypoints_2d/47,people/pose_keypoints_2d/48,people/pose_keypoints_2d/49,people/pose_keypoints_2d/50,people/pose_keypoints_2d/51,people/pose_keypoints_2d/52,people/pose_keypoints_2d/53,people/pose_keypoints_2d/54,people/pose_keypoints_2d/55,people/pose_keypoints_2d/56,people/pose_keypoints_2d/57,people/pose_keypoints_2d/58,people/pose_keypoints_2d/59,people/pose_keypoints_2d/60,people/pose_keypoints_2d/61,people/pose_keypoints_2d/62,people/pose_keypoints_2d/63,people/pose_keypoints_2d/64,people/pose_keypoints_2d/65,people/pose_keypoints_2d/66,people/pose_keypoints_2d/67,people/pose_keypoints_2d/68,people/pose_keypoints_2d/69,people/pose_keypoints_2d/70,people/pose_keypoints_2d/71,people/pose_keypoints_2d/72,people/pose_keypoints_2d/73,people/pose_keypoints_2d/74,target
-1,495.426,145.829,0.86258,546.846,225.181,0.57375,520.362,241.352,0.398399,489.562,411.71,0.273828,454.295,495.425,0.644332,580.568,203.185,0.546758,573.25,385.283,0.365399,499.834,511.627,0.622208,539.47,536.546,0.195919,515.977,521.852,0.143541,0,0,0,0,0,0,567.368,536.548,0.198485,0,0,0,0,0,0,486.529,132.623,0.902517,513.027,123.924,0.880167,0,0,0,557.123,135.588,0.925741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,495.446,145.815,0.863828,546.832,225.188,0.562888,517.472,239.9,0.400091,489.529,411.721,0.315279,452.891,496.842,0.651151,580.611,206.088,0.520554,574.724,379.402,0.3279,499.876,511.57,0.63232,535.061,536.549,0.154824,510.1,523.344,0.102999,0,0,0,0,0,0,568.859,536.546,0.157613,0,0,0,0,0,0,486.557,131.206,0.904964,513.069,123.919,0.877457,0,0,0,557.152,135.59,0.926146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,495.441,145.828,0.865957,546.814,225.208,0.587097,517.46,241.385,0.404316,491.028,404.394,0.315467,458.684,491.006,0.613592,582.034,203.179,0.5398,577.643,367.655,0.370359,499.808,511.528,0.62867,542.41,527.737,0.16393,518.917,520.392,0.14055,0,0,0,0,0,0,567.385,536.544,0.164784,0,0,0,0,0,0,486.565,131.216,0.907775,513.083,123.929,0.874139,0,0,0,557.152,135.594,0.927004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,495.413,141.48,0.810302,546.799,219.312,0.589092,517.47,239.877,0.39653,489.587,405.825,0.267805,457.244,488.102,0.634102,580.546,195.856,0.567307,580.573,358.85,0.364144,498.346,510.123,0.514567,539.481,523.318,0.18812,517.451,517.454,0.161381,0,0,0,0,0,0,562.982,524.8,0.176593,0,0,0,0,0,0,486.565,125.371,0.909284,511.661,122.451,0.914096,0,0,0,557.107,134.077,0.894425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,495.406,137.123,0.818117,546.866,217.902,0.553295,518.924,239.852,0.366242,489.555,410.246,0.249275,455.787,489.541,0.618927,580.575,195.843,0.563595,574.744,366.179,0.345054,499.797,507.178,0.549902,542.414,526.271,0.181297,520.393,520.386,0.153901,0,0,0,0,0,0,565.9,536.543,0.184193,0,0,0,0,0,0,486.549,123.916,0.929417,511.65,122.329,0.901758,0,0,0,557.113,132.63,0.881897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,495.44,137.126,0.828885,548.281,219.312,0.55807,520.38,238.388,0.403729,489.579,416.125,0.20968,460.152,495.391,0.556089,582.034,198.761,0.553416,580.612,367.661,0.40468,492.493,521.817,0.431625,539.477,536.544,0.182861,514.513,521.852,0.153759,0,0,0,0,0,0,568.838,536.551,0.178317,0,0,0,0,0,0,486.595,123.927,0.941241,511.649,122.326,0.900231,0,0,0,557.13,132.68,0.886204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,496.885,142.936,0.835286,548.305,220.799,0.562692,521.832,238.435,0.412513,491.014,419.049,0.270098,455.79,499.803,0.626535,582.044,203.148,0.574974,587.926,355.892,0.445025,502.773,508.646,0.5315,533.591,520.392,0.160717,513.055,517.446,0.124424,0,0,0,0,0,0,558.56,521.86,0.164211,0,0,0,0,0,0,486.646,128.298,0.904672,513.089,123.843,0.88977,0,0,0,558.573,134.162,0.908993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,498.315,145.822,0.901736,546.853,226.628,0.60445,518.927,242.822,0.420672,491.024,423.445,0.281051,455.78,499.831,0.638701,582.077,203.167,0.577085,586.479,351.502,0.463962,502.786,510.141,0.529885,529.189,514.532,0.192173,505.713,513.05,0.144025,0,0,0,0,0,0,554.168,517.443,0.19218,0,0,0,0,0,0,486.662,132.641,0.932574,514.53,125.303,0.862301,0,0,0,558.593,135.607,0.911817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,496.878,144.44,0.874051,548.295,220.809,0.555257,518.927,239.893,0.417835,488.106,414.649,0.173717,457.247,499.797,0.55756,582.078,203.138,0.578617,589.396,367.635,0.418201,504.213,508.626,0.538356,523.326,511.585,0.160275,492.476,510.092,0.124839,0,0,0,0,0,0,560.038,514.512,0.166047,0,0,0,0,0,0,486.617,132.673,0.940088,514.494,125.311,0.859437,0,0,0,558.534,135.661,0.910783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,498.281,145.84,0.899451,546.863,225.168,0.558545,518.9,241.375,0.392821,491.029,416.093,0.193894,458.7,502.758,0.53123,582.075,203.162,0.569413,585.029,369.138,0.38563,499.852,510.118,0.522582,527.722,513.056,0.173446,499.83,510.107,0.140602,0,0,0,0,0,0,558.579,517.461,0.185662,0,0,0,0,0,0,486.63,132.694,0.942315,513.095,125.344,0.856284,0,0,0,558.559,135.619,0.921517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
