,Distances,x,y
0,0.8195841862369919,-0.7530857061307682,-0.3233885550715647
1,0.8438048744045022,-0.7790639502909821,-0.3241389014385778
2,0.8150020197557863,-0.7462769496794739,-0.3275652707218994
3,0.8556400607888471,-0.7940403707696941,-0.31877861160163906
4,0.8536841808423495,-0.791670714298508,-0.31942786469336626
5,0.8160580218132254,-0.7499585714354333,-0.32173410776017924
6,0.8218247112517968,-0.7502813400702428,-0.3353710881493809
7,0.7598554311383735,-0.6974013045925244,-0.3016814488547955
8,0.8169002919060031,-0.761350661813944,-0.2960933242604139
9,0.7409454021085148,-0.6897590498757926,-0.2706151178707362
10,0.710018424704551,-0.6453946078728415,-0.2959593951010733
11,0.7259823675335599,-0.6515677425490688,-0.3201716334079947
12,0.6970998144990184,-0.6182839495407987,-0.3219830882434619
13,0.6390332883696024,-0.5392534530787243,-0.34288373683675855
14,0.60043404818275,-0.48898137592603225,-0.34845123075490675
15,0.6168598340786879,-0.49085271051355667,-0.37360362883821263
16,0.5917330810932994,-0.46247487702307105,-0.3691409316002013
17,0.575132699560015,-0.4449736048183009,-0.3643845676180552
18,0.5788094366916576,-0.4489751614931933,-0.3652966854017089
19,0.5727527413481143,-0.4365816059382849,-0.37073198415854003
20,0.6131812900076724,-0.4771435017351183,-0.38513033270234937
21,0.5977765127863098,-0.44894196449839535,-0.39469972352572386
22,0.5971045286940807,-0.4659234324699889,-0.37342894004397126
23,0.5901203097483112,-0.45951438842350273,-0.37025465129990875
24,0.612139798676492,-0.47189178009447424,-0.3899144534419884
25,0.6162840408058731,-0.48541334934675856,-0.37971028327920847
26,0.6044827980055132,-0.47698217512134844,-0.3713320046819036
27,0.6229205225456732,-0.4847512156077046,-0.3912112426495783
28,0.5941408230427718,-0.464878236000998,-0.3699885718485676
29,0.661046003803486,-0.5381420117508323,-0.383907533571986
30,0.6583078016533391,-0.5321157522291755,-0.38758481387591914
31,0.6488813095550635,-0.5258086397849409,-0.3802265485436339
32,0.6437505342498787,-0.5449045014381879,-0.3427737368285442
33,0.6292924495635771,-0.5359766454274868,-0.3297544884213486
34,0.6475103618928064,-0.5458807234883415,-0.34825838752627064
35,0.6343178031690828,-0.5317435763973225,-0.34584367043136144
36,0.6379050866926373,-0.5334089782461077,-0.34985391459119713
37,0.6467192240776206,-0.5321613483976546,-0.3674915700572595
