,Distances,x,y
159,0.19286627758093533,0.060999868730712836,0.18296561710540646
160,0.19322464128795794,0.062292147724478525,0.1829083112729757
161,0.17798967687485623,0.05341005201732189,0.16978719450395163
162,0.19708327483380575,0.05921623636935382,0.18797673943726714
163,0.18583397997434195,0.056994458824998394,0.1768782060524973
164,0.17955121633444548,0.059319907910394376,0.16946913528038424
165,0.19142643086492703,0.0573952746393048,0.18261944278406791
166,0.20207592735488167,0.05314112478134337,0.19496333315090073
167,0.21646184896740528,0.05182316926553113,0.21016681751804656
168,0.20841435379945125,0.059509221829266955,0.199737816616979
169,0.20147259885853436,0.04692325297246601,0.19593217301222854
170,0.18843937809048136,0.050938784329686806,0.18142392197872098
171,0.2384843128698733,0.04618252824148714,0.23396995869179413
172,0.208448161493707,0.0490819410987365,0.20258726289697168
173,0.24331444504820568,0.05119790589094379,0.23786696618382797
174,0.20634881023022064,0.048812683643165836,0.20049227765422742
175,0.18171700172669064,0.05138314788463363,0.17430100639412258
176,0.18030100210602917,0.05072726747787579,0.1730179057053529
177,0.20419720190122315,0.0519660539432657,0.19747411603006224
178,0.1814057144169672,0.0549020054732095,0.1728982446936635
179,0.2074933415816882,0.049657175877865486,0.20146377263560283
180,0.2201746400165151,0.0543101594121427,0.21337122273406425
181,0.2285419646338928,0.050624263123748875,0.22286456331569843
182,0.21962917097864848,0.05467680381864627,0.21271440917094844
183,0.1856714761095544,0.05379747044501108,0.1777068631607091
184,0.22451836072294526,0.05324981980085497,0.21811224402333548
185,0.22813041515423196,0.05102348032463971,0.22235127787805342
186,0.2217109205883354,0.05378974748604245,0.21508694840346532
187,0.21677870335825977,0.04994400826028596,0.2109469181300947
188,0.20621157465454926,0.06170071531746722,0.19676441561121158
189,0.20116007909053246,0.05555987636013305,0.19333514310273753
190,0.19207811426904794,0.044794802172197674,0.1867817648473938
191,0.1836819463144078,0.04882624437577017,0.17707358713824758
192,0.17837362140105195,0.04802377325868455,0.17178726964977434
193,0.16327591656682658,0.04569718402811739,0.1567507330210538
194,0.20653784584212165,0.046053861423648035,0.20133783452961698
195,0.20728484869004554,0.04037799934559607,0.2033141059181633
196,0.19454006309864894,0.04390553797141456,0.18952081649746813
197,0.18765034930057206,0.04919901226372056,0.18108592100133292
198,0.19817440852943535,0.04918529890969419,0.19197370280107529
199,0.19123300767327775,0.05023864422089972,0.18451596638397927
200,0.19612463270640615,0.04940528238911879,0.18979986729783072
201,0.19609293639816003,0.05240990339410021,0.18895936529178414
202,0.19840171035921556,0.05077128725286841,0.1917955032427736
203,0.1835427381417554,0.05376900422955841,0.1754902587288956
204,0.1635029382039134,0.05346641935999938,0.15451392429853503
205,0.1930555128541706,0.04233523467573558,0.18835646776348625
206,0.1695314468345843,0.037868553921622625,0.16524794730862058
207,0.1505809051354621,0.03770109043931171,0.14578489898169109
208,0.1124295449811878,0.04101563547476891,0.10468104045756237
209,0.13227830732522325,0.04315380964482489,0.1250411904212545
210,0.11349335489262959,0.052227321653800285,0.10076233660279446
211,0.1298542446192723,0.04754770176098043,0.12083600830419164
212,0.13340162811497014,0.044099988392749374,0.12590149088666172
213,0.09629347026371647,0.03521739329597853,0.08962236118773938
214,0.09421350558789297,0.02648995259349904,0.090412759313905
215,0.07592601350806301,0.024660686297156727,0.07180954030335937
216,0.07791870809310393,0.023066786298684132,0.07442612740663844
217,0.061546716950727456,0.036777056541231756,0.049350242953566145
218,0.060245709713828824,0.04288142417110716,0.042317006037531954
219,0.05414641215787996,0.039615322632761685,0.03691151801637546
220,0.045537218949829074,0.04003568559552068,0.021697515723724907
221,0.04594220932133138,0.032299923043989424,0.03267111214325875
222,0.06135466747571613,0.029365605543483452,0.05387073818057659
223,0.059192121047847934,0.02474162956200715,0.05377321787618346
224,0.0544789188725348,0.024773260038591163,0.048520492460202534
225,0.05592015430490837,0.013198292657130434,0.054340304824517675
226,0.04785282823514858,0.015738227217987365,0.045190722213056464
227,0.04775175563735158,0.01272884186078049,0.04602398017699665
228,0.0501737193633803,0.018656844441512353,0.046576005305741415
229,0.05638349813176496,0.02067120729085311,0.052457602411026406
230,0.06311053751805731,0.012198954143339508,0.06192031543545963
231,0.07800884645836363,0.005508578711273485,0.07781410981529158
232,0.07204782782559042,0.012138080006053173,0.0710180012965204
233,0.09571601268805567,0.0009298372799330067,0.09571149610957339
234,0.07553914526540924,0.005610990940151267,0.0753304669313694
235,0.059147696150423416,-0.0006998399208630339,0.05914355572662147
236,0.03776660141741787,-0.011979291634222237,0.03581637550847883
237,0.03597820825476237,-0.03524811424235915,0.007211235093980028
238,0.04981310036529457,-0.04793712385840825,-0.013541680995597882
239,0.07716297318671565,-0.06727960736939839,-0.03778331461417053
240,0.0840415507906812,-0.0664883796487597,-0.051403089702711874
241,0.09197866123361616,-0.08793951935751862,-0.026957653041333757
242,0.10207403435919735,-0.10205290286720134,-0.002076898346132351
243,0.10438079917928816,-0.10407278212764602,-0.008012943124620826
244,0.10856433850528872,-0.10483852370914112,-0.028197509492484837
245,0.1170124926439656,-0.11057088868973408,-0.03828840567478017
246,0.11029587848519172,-0.10371353847511958,-0.03753242262084968
247,0.09552442634224381,-0.08717540239463639,-0.039055924587032706
248,0.09357037950275268,-0.09160181248223637,-0.019092508223341527
249,0.08581316854046443,-0.08319786111964626,-0.021024171804620642
250,0.0782258521260576,-0.07684915386280919,-0.014611348035623176
251,0.0723280275124884,-0.07097674067113449,0.013915669137695211
252,0.06127645181124656,-0.06023452663641519,0.011251904170539782
253,0.07016929326906973,-0.0696194189455587,0.008767338453800986
254,0.07082969724494857,-0.07030446953364299,0.008609737243617861
255,0.07349960639987106,-0.07349935183579104,0.00019344418979901667
256,0.06543765086829834,-0.06526125732156562,-0.004801504344442816
257,0.07178061757548615,-0.07177957627386586,-0.00038663867171376064
258,0.07611219232257897,-0.07462495878457505,0.014972686684417199
259,0.07645578282365688,-0.06490582612249686,0.040406935822138154
260,0.09315241205088724,-0.044381189566777286,0.08190043884825075
261,0.09287426504677791,-0.03465572670667622,0.0861661750016288
262,0.094597488240121,-0.04021472366568947,0.08562394981447694
263,0.10789835010111966,-0.056295622827802566,0.09204812222404965
264,0.10738321993045924,-0.06012358418062305,0.08897365086310054
265,0.0867937474358302,-0.06023668496474776,0.062487569791218577
266,0.07646340391581889,-0.06680720259816106,0.03719475526740201
267,0.07724580924670556,-0.07477618707520767,0.01937619396764926
268,0.07115436832482504,-0.07106133091912091,0.003637496351621092
269,0.09637351010489363,-0.09514879835069816,-0.015315339446326818
270,0.11424704826838131,-0.10907221871034692,-0.03399469287462521
271,0.14122299397293378,-0.11409992123644513,-0.08321743807950538
272,0.16776400526153543,-0.12470189372947035,-0.11222387964099426
273,0.18732517195295179,-0.11635832745554245,-0.14680415416108533
274,0.19193745797108827,-0.0893220776189503,-0.16988688655172152
275,0.2115063053856807,-0.07792452410409753,-0.19662829338894935
276,0.25644803108330616,-0.08423920600947997,-0.24221756504720454
277,0.2649684317817496,-0.06986607489122107,-0.2555914736844208
278,0.2560900998344203,-0.06899513275169933,-0.24662078357222605
279,0.2827706790097532,-0.06327578710145222,-0.2756001300332215
280,0.26147363551777547,-0.053890823694088534,-0.2558598076925236
281,0.19389258739694584,-0.05260693199971733,-0.18661952243283497
282,0.1903422249150362,-0.07411754140311556,-0.17531900251245922
283,0.19367211751424473,-0.09489298325076193,-0.16883190110942314
284,0.18547690767435762,-0.11358986602791216,-0.1466254603273359
285,0.1789466845461463,-0.11091452279180421,-0.14042750636511472
286,0.19679387747318408,-0.11041019159657829,-0.16290309942581652
287,0.20688113711649633,-0.1084861919983929,-0.17615490637590084
288,0.2746017172414386,-0.16734896280259942,-0.21771639295386375
289,0.33499542070545535,-0.23332314074304397,-0.2403793749210333
290,0.3392432872846768,-0.1910945016570647,-0.28030144381389094
291,0.3334204584865243,-0.13620649830139372,-0.3043303993324303
292,0.3379238480241599,-0.14310406763321923,-0.3061270208431176
293,0.3047764368584153,-0.1521433273853419,-0.2640853733098982
294,0.3026574159032409,-0.10404835828889859,-0.28421022243862437
295,0.3412636652154069,-0.12186242991335829,-0.3187639210636379
296,0.35794707722020297,-0.13311892220905544,-0.3322731747228256
297,0.3900274140444237,-0.11885187010051791,-0.3714776126226047
298,0.40999234162987036,-0.13749663189812394,-0.3862491377489614
299,0.40654623445319027,-0.1257055248518997,-0.38662379876279834
300,0.41259446031869246,-0.11661318414862484,-0.39577209852185385
301,0.4394943559099392,-0.10572906493881318,-0.42658721699537194
302,0.44196718164032894,-0.09976865533902142,-0.4305591771858301
